INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172095203,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,116,FALSE,2017-11-14T17:42:00Z,2017,11,Tuesday,17,Part Two,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I172095936,2628,Phone Call Complaints,OBSCENE PHONE CALLS,B3,471,FALSE,2017-11-17T09:56:00Z,2017,11,Friday,9,Part Two,ALABAMA ST,42.27639356,-71.10175026,"(42.27639356, -71.10175026)"
I152088154,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,329,FALSE,2015-10-23T06:00:00Z,2015,10,Friday,6,Part Two,DEVON ST,42.3092779,-71.07868791,"(42.30927790, -71.07868791)"
I172003936,2647,Other,THREATS TO DO BODILY HARM,B2,311,FALSE,2017-01-15T15:18:00Z,2017,1,Sunday,15,Part Two,EDGEWOOD ST,42.31845834,-71.08032338,"(42.31845834, -71.08032338)"
I162072634,616,Larceny,LARCENY THEFT OF BICYCLE,A1,NA,FALSE,2016-09-02T16:00:00Z,2016,9,Friday,16,Part One,NASHUA ST,42.36761591,-71.0660136,"(42.36761591, -71.06601360)"
I182050016,3125,Warrant Arrests,WARRANT ARREST,E18,483,FALSE,2018-06-26T12:49:00Z,2018,6,Tuesday,12,Part Three,RIVER ST,42.26450129,-71.10026442,"(42.26450129, -71.10026442)"
I162077568,3115,Investigate Person,INVESTIGATE PERSON,B2,327,FALSE,2016-09-22T14:29:00Z,2016,9,Thursday,14,Part Three,DEWEY ST,42.31643116,-71.07467044,"(42.31643116, -71.07467044)"
I162004738,3410,Towed,TOWED MOTOR VEHICLE,D4,270,FALSE,2016-01-18T08:29:00Z,2016,1,Monday,8,Part Three,HARRISON AVE,42.33455374,-71.07560801,"(42.33455374, -71.07560801)"
I172037480,3114,Investigate Property,INVESTIGATE PROPERTY,B3,441,FALSE,2017-05-12T22:19:00Z,2017,5,Friday,22,Part Three,KINGSDALE ST,42.29478707,-71.08206875,"(42.29478707, -71.08206875)"
I162033564,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,NA,FALSE,2016-04-30T17:05:00Z,2016,4,Saturday,17,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I162095699,3115,Investigate Person,INVESTIGATE PERSON,C6,175,FALSE,2016-11-22T18:18:00Z,2016,11,Tuesday,18,Part Three,FARNHAM ST,42.33046536,-71.07442945,"(42.33046536, -71.07442945)"
I162049734,3115,Investigate Person,INVESTIGATE PERSON,D14,768,FALSE,2016-06-22T22:19:00Z,2016,6,Wednesday,22,Part Three,VINELAND ST,42.35757826,-71.15084361,"(42.35757826, -71.15084361)"
I162033070,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,493,FALSE,2016-04-28T20:40:00Z,2016,4,Thursday,20,Part Two,RIVER ST,42.26090426,-71.11456834,"(42.26090426, -71.11456834)"
I152096144,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,B3,466,FALSE,2015-11-19T18:46:00Z,2015,11,Thursday,18,Part Three,BLUE HILL AVE,42.28428259,-71.09154921,"(42.28428259, -71.09154921)"
I172090481,617,Larceny,LARCENY THEFT FROM BUILDING,B2,258,FALSE,2017-10-29T17:50:00Z,2017,10,Sunday,17,Part One,COLUMBIA RD,NA,NA,"(0.00000000, 0.00000000)"
I172000564,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E13,606,FALSE,2017-01-03T08:57:00Z,2017,1,Tuesday,8,Part Three,S HUNTINGTON AVE,42.32955246,-71.11112429,"(42.32955246, -71.11112429)"
I172011995,3301,Verbal Disputes,VERBAL DISPUTE,E18,502,FALSE,2017-02-14T09:32:00Z,2017,2,Tuesday,9,Part Three,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182044818,1402,Vandalism,VANDALISM,E5,678,FALSE,2018-06-08T15:30:00Z,2018,6,Friday,15,Part Two,CERDAN AVE,42.29315984,-71.14039233,"(42.29315984, -71.14039233)"
I172062323,1402,Vandalism,VANDALISM,A15,53,FALSE,2017-07-31T17:48:00Z,2017,7,Monday,17,Part Two,MAIN ST,42.37938666,-71.06908346,"(42.37938666, -71.06908346)"
I162089794,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,B3,465,FALSE,2016-10-27T00:00:00Z,2016,10,Thursday,0,Part Three,RHOADES ST,42.28518631,-71.09211276,"(42.28518631, -71.09211276)"
I172036735,2647,Other,THREATS TO DO BODILY HARM,B3,427,FALSE,2017-05-09T18:00:00Z,2017,5,Tuesday,18,Part Two,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I152079438,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,116,FALSE,2015-09-24T03:58:00Z,2015,9,Thursday,3,Part One,HUDSON ST,42.35074197,-71.06006135,"(42.35074197, -71.06006135)"
I172056391,1610,HUMAN TRAFFICKING,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,D14,814,FALSE,2017-07-12T15:53:00Z,2017,7,Wednesday,15,NA,HOPEDALE ST,42.35970705,-71.12673506,"(42.35970705, -71.12673506)"
I152083309,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E13,NA,FALSE,2015-10-07T10:25:00Z,2015,10,Wednesday,10,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I172039543,3115,Investigate Person,INVESTIGATE PERSON,B2,330,FALSE,2017-05-19T15:31:00Z,2017,5,Friday,15,Part Three,BLUE HILL AVE,42.3078214,-71.08354076,"(42.30782140, -71.08354076)"
I182038755,3114,Investigate Property,INVESTIGATE PROPERTY,D4,162,FALSE,2018-05-21T15:27:00Z,2018,5,Monday,15,Part Three,ALBANY ST,42.34491581,-71.06169938,"(42.34491581, -71.06169938)"
I172077322,2906,Violations,VAL - OPERATING UNREG/UNINS ÊCAR,C11,254,FALSE,2017-09-17T09:41:00Z,2017,9,Sunday,9,Part Two,DORCHESTER AVE,42.30809457,-71.05831443,"(42.30809457, -71.05831443)"
I162043677,1845,Drug Violation,DRUGS - POSS CLASS D,A1,NA,FALSE,2016-06-03T14:13:00Z,2016,6,Friday,14,Part Two,NA,NA,NA,"(0.00000000, 0.00000000)"
I162024404,3301,Verbal Disputes,VERBAL DISPUTE,C11,366,FALSE,2016-03-29T23:58:00Z,2016,3,Tuesday,23,Part Three,SHEPTON ST,42.28995318,-71.06076101,"(42.28995318, -71.06076101)"
I162051037,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,334,FALSE,2016-06-27T00:00:00Z,2016,6,Monday,0,Part Three,HANCOCK ST,42.31113317,-71.06258799,"(42.31113317, -71.06258799)"
I182064130,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C6,226,FALSE,2018-08-11T17:00:00Z,2018,8,Saturday,17,Part Two,EMERSON ST,42.33438387,-71.03534373,"(42.33438387, -71.03534373)"
I182048001,3410,Towed,TOWED MOTOR VEHICLE,A1,116,FALSE,2018-06-19T19:19:00Z,2018,6,Tuesday,19,Part Three,ESSEX ST,42.35235362,-71.05815283,"(42.35235362, -71.05815283)"
I182003890,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,12,FALSE,2018-01-15T12:18:00Z,2018,1,Monday,12,Part Three,ADDISON ST,42.38549647,-71.01681644,"(42.38549647, -71.01681644)"
I182004134,1001,Counterfeiting,FORGERY / COUNTERFEITING,B3,430,FALSE,2017-09-09T12:46:00Z,2017,9,Saturday,12,Part Two,BLUE HILL AVE,42.28451318,-71.09125682,"(42.28451318, -71.09125682)"
I162004852,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,FALSE,2016-01-18T17:11:00Z,2016,1,Monday,17,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162003073,3115,Investigate Person,INVESTIGATE PERSON,E5,563,FALSE,2016-01-12T06:47:00Z,2016,1,Tuesday,6,Part Three,FAWNDALE RD,42.28906908,-71.12116753,"(42.28906908, -71.12116753)"
I152093297,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,553,FALSE,2015-11-10T02:24:00Z,2015,11,Tuesday,2,Part Three,GLENDOWER RD,42.27388078,-71.12868208,"(42.27388078, -71.12868208)"
I162069950,2610,Other,TRESPASSING,B2,278,FALSE,2016-08-25T18:48:00Z,2016,8,Thursday,18,Part Two,ALBANY ST,42.33076942,-71.07766482,"(42.33076942, -71.07766482)"
I172020817,2006,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W ARREST,B2,238,FALSE,2017-03-17T11:05:00Z,2017,3,Friday,11,Part Two,HUMPHREYS ST,42.31920512,-71.06676803,"(42.31920512, -71.06676803)"
I162002750,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,945,FALSE,2016-01-10T20:33:00Z,2016,1,Sunday,20,Part Three,WESTVIEW WAY,42.29030103,-71.08399203,"(42.29030103, -71.08399203)"
I172035694,613,Larceny,LARCENY SHOPLIFTING,D4,134,FALSE,2017-05-06T18:19:00Z,2017,5,Saturday,18,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)"
I162060437,301,Robbery,ROBBERY - STREET,A1,119,FALSE,2016-07-28T18:01:00Z,2016,7,Thursday,18,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I172042801,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,438,FALSE,2017-05-30T16:56:00Z,2017,5,Tuesday,16,Part Two,NEW ENGLAND AVE,42.29174127,-71.07717929,"(42.29174127, -71.07717929)"
I152053814,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E5,822,FALSE,2015-06-29T14:57:00Z,2015,6,Monday,14,Part Two,GEORGETOWNE DR,42.25943465,-71.14798064,"(42.25943465, -71.14798064)"
I162080007,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,133,FALSE,2016-09-30T10:11:00Z,2016,9,Friday,10,Part Two,ARLINGTON ST,42.35327812,-71.07139307,"(42.35327812, -71.07139307)"
I172100911,1844,Drug Violation,DRUGS - POSS CLASS C,C6,175,FALSE,2017-12-05T12:40:00Z,2017,12,Tuesday,12,Part Two,SOUTHAMPTON ST,42.33233682,-71.07129642,"(42.33233682, -71.07129642)"
I162030895,724,Auto Theft,AUTO THEFT,D4,130,FALSE,2016-05-01T16:50:00Z,2016,5,Sunday,16,Part One,HUNTINGTON AVE,42.34857652,-71.07772012,"(42.34857652, -71.07772012)"
I152074300,617,Larceny,LARCENY THEFT FROM BUILDING,B2,183,FALSE,2015-09-04T07:30:00Z,2015,9,Friday,7,Part One,LEYLAND ST,42.32066147,-71.07067867,"(42.32066147, -71.07067867)"
I172074577,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,57,FALSE,2017-09-08T16:08:00Z,2017,9,Friday,16,Part Three,MONUMENT SQ,42.37583328,-71.06151847,"(42.37583328, -71.06151847)"
I182023234,3301,Verbal Disputes,VERBAL DISPUTE,C11,360,FALSE,2018-03-28T19:44:00Z,2018,3,Wednesday,19,Part Three,PARK ST,42.29753608,-71.0644598,"(42.29753608, -71.06445980)"
I152098032,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,498,FALSE,2015-11-26T13:41:00Z,2015,11,Thursday,13,Part Three,NAVARRE ST,42.27458078,-71.11766502,"(42.27458078, -71.11766502)"
I172055400,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,A7,2,FALSE,2017-07-09T13:31:00Z,2017,7,Sunday,13,Part Three,WALDEMAR AVE,42.39146297,-71.00134187,"(42.39146297, -71.00134187)"
I182009332,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,D4,NA,FALSE,2018-02-04T23:02:00Z,2018,2,Sunday,23,Part Three,BACK ST,NA,NA,"(0.00000000, 0.00000000)"
I182056487,724,Auto Theft,AUTO THEFT,C11,235,FALSE,2018-07-18T06:00:00Z,2018,7,Wednesday,6,Part One,COLUMBIA RD,42.32134007,-71.05475502,"(42.32134007, -71.05475502)"
I162024173,2660,Other,OTHER OFFENSE,A1,123,FALSE,2016-03-29T10:40:00Z,2016,3,Tuesday,10,Part Two,WASHINGTON ST,NA,NA,"(0.00000000, 0.00000000)"
I152087787,2647,Other,THREATS TO DO BODILY HARM,D4,905,FALSE,2015-10-22T17:17:00Z,2015,10,Thursday,17,Part Two,WASHINGTON ST,42.34028574,-71.07145449,"(42.34028574, -71.07145449)"
I182038483,1415,Vandalism,GRAFFITI,D4,NA,FALSE,2018-05-20T18:35:00Z,2018,5,Sunday,18,Part Two,PUBLIC ALLEY NO 437,NA,NA,"(0.00000000, 0.00000000)"
I182017351,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,FALSE,2018-03-06T21:02:00Z,2018,3,Tuesday,21,Part Three,ABBOT ST,42.29686162,-71.08584183,"(42.29686162, -71.08584183)"
I152050577,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,570,FALSE,2015-06-18T16:02:00Z,2015,6,Thursday,16,Part Two,ROCKVALE CIR,42.30734156,-71.1054409,"(42.30734156, -71.10544090)"
I162067888,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B2,312,FALSE,2016-08-21T22:46:00Z,2016,8,Sunday,22,Part Three,HAROLD ST,42.31688606,-71.0900119,"(42.31688606, -71.09001190)"
I182026032,301,Robbery,ROBBERY - STREET,D4,170,FALSE,2018-04-07T23:01:00Z,2018,4,Saturday,23,Part One,E CONCORD ST,42.33753031,-71.07448985,"(42.33753031, -71.07448985)"
I152106487,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,308,FALSE,2015-12-25T18:50:00Z,2015,12,Friday,18,Part Three,MUNROE ST,42.31906019,-71.08967803,"(42.31906019, -71.08967803)"
I162097854,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,NA,FALSE,2016-12-01T03:36:00Z,2016,12,Thursday,3,Part Three,NA,NA,NA,"(0.00000000, 0.00000000)"
I162063347,3115,Investigate Person,INVESTIGATE PERSON,B3,457,FALSE,2016-08-07T13:38:00Z,2016,8,Sunday,13,Part Three,BLUE HILL AVE,42.29993995,-71.08621901,"(42.29993995, -71.08621901)"
I172054179,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,149,FALSE,2017-07-05T13:54:00Z,2017,7,Wednesday,13,Part Two,BRADDOCK PARK,42.3440187,-71.07828086,"(42.34401870, -71.07828086)"
I172016971,3111,License Violation,LICENSE PREMISE VIOLATION,C11,348,FALSE,2017-03-02T19:50:00Z,2017,3,Thursday,19,Part Three,DORCHESTER AVE,42.30470399,-71.05908258,"(42.30470399, -71.05908258)"
I182006523,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,329,FALSE,2018-01-15T12:36:00Z,2018,1,Monday,12,Part One,DEVON ST,42.3092779,-71.07868791,"(42.30927790, -71.07868791)"
I162067316,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,304,FALSE,2016-08-15T09:00:00Z,2016,8,Monday,9,Part One,WASHINGTON ST,42.31851534,-71.09560596,"(42.31851534, -71.09560596)"
I172061022,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,75,FALSE,2017-07-27T13:20:00Z,2017,7,Thursday,13,Part Three,MERRIMAC ST,42.36406524,-71.06333709,"(42.36406524, -71.06333709)"
I172057229,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,D14,820,FALSE,2017-07-15T09:47:00Z,2017,7,Saturday,9,Part Two,SOLDIERS FIELD RD,42.35996672,-71.11750278,"(42.35996672, -71.11750278)"
I182004431,1402,Vandalism,VANDALISM,B2,330,FALSE,2018-01-17T12:54:00Z,2018,1,Wednesday,12,Part Two,BLUE HILL AVE,42.3078214,-71.08354076,"(42.30782140, -71.08354076)"
I182006388,3201,Property Lost,PROPERTY - LOST,D4,133,FALSE,2018-01-24T15:00:00Z,2018,1,Wednesday,15,Part Three,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)"
I172057729,1402,Vandalism,VANDALISM,B2,307,FALSE,2017-07-16T21:00:00Z,2017,7,Sunday,21,Part Two,COBDEN ST,42.31741922,-71.09567995,"(42.31741922, -71.09567995)"
I162080182,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,21,FALSE,2016-09-30T18:02:00Z,2016,9,Friday,18,Part Three,PARIS ST,42.37577723,-71.03369448,"(42.37577723, -71.03369448)"
I172049583,3115,Investigate Person,INVESTIGATE PERSON,B2,304,FALSE,2017-06-21T00:13:00Z,2017,6,Wednesday,0,Part Three,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
I172016059,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,430,FALSE,2017-02-27T18:50:00Z,2017,2,Monday,18,Part Two,ASHTON ST,42.28587944,-71.08975229,"(42.28587944, -71.08975229)"
I152053870,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,183,FALSE,2015-06-29T19:57:00Z,2015,6,Monday,19,Part Two,DUDLEY ST,42.31987076,-71.07096263,"(42.31987076, -71.07096263)"
I172089102,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,388,FALSE,2017-10-24T11:50:00Z,2017,10,Tuesday,11,Part Two,DORCHESTER AVE,42.27423918,-71.06752802,"(42.27423918, -71.06752802)"
I162044564,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,943,FALSE,2016-06-06T15:30:00Z,2016,6,Monday,15,Part One,WOODGATE ST,42.2762545,-71.07957804,"(42.27625450, -71.07957804)"
I172043986,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,241,FALSE,2017-05-27T00:00:00Z,2017,5,Saturday,0,Part One,COLUMBIA RD,42.3175098,-71.06423364,"(42.31750980, -71.06423364)"
I162049488,3410,Towed,TOWED MOTOR VEHICLE,A7,34,FALSE,2016-06-22T09:12:00Z,2016,6,Wednesday,9,Part Three,WEBSTER ST,42.36585686,-71.03502872,"(42.36585686, -71.03502872)"
I172100911,1846,Drug Violation,DRUGS - POSS CLASS E,C6,175,FALSE,2017-12-05T12:40:00Z,2017,12,Tuesday,12,Part Two,SOUTHAMPTON ST,42.33233682,-71.07129642,"(42.33233682, -71.07129642)"
I172084970,3301,Verbal Disputes,VERBAL DISPUTE,B3,417,FALSE,2017-10-11T18:48:00Z,2017,10,Wednesday,18,Part Three,ROCKWELL ST,42.28339069,-71.07388628,"(42.28339069, -71.07388628)"
I162022682,3001,Medical Assistance,DEATH INVESTIGATION,C6,207,FALSE,2016-03-23T18:13:00Z,2016,3,Wednesday,18,Part Three,CHANNEL ST,42.34599341,-71.03694911,"(42.34599341, -71.03694911)"
I172087019,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,D4,133,FALSE,2017-10-18T13:58:00Z,2017,10,Wednesday,13,Part One,NEWBURY ST,42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
I162052427,3501,Missing Person Reported,MISSING PERSON,E13,582,FALSE,2016-07-02T05:22:00Z,2016,7,Saturday,5,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
I172045794,619,Larceny,LARCENY ALL OTHERS,E5,558,FALSE,2017-06-01T21:00:00Z,2017,6,Thursday,21,Part One,POPLAR ST,42.28099739,-71.12598873,"(42.28099739, -71.12598873)"
I152071198,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,282,FALSE,2015-08-27T19:27:00Z,2015,8,Thursday,19,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I172039112,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC.",B2,280,FALSE,2017-05-18T11:37:00Z,2017,5,Thursday,11,Part Two,ZEIGLER ST,42.32950632,-71.08398018,"(42.32950632, -71.08398018)"
I182051605,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,79,FALSE,2018-06-30T16:30:00Z,2018,6,Saturday,16,Part Three,SNOW HILL ST,42.36606269,-71.05651817,"(42.36606269, -71.05651817)"
I152050235,2204,Liquor Violation,LIQUOR LAW VIOLATION,A7,26,FALSE,2015-06-17T16:55:00Z,2015,6,Wednesday,16,Part Two,BORDER ST,42.37382755,-71.04052459,"(42.37382755, -71.04052459)"
I172023181,3301,Verbal Disputes,VERBAL DISPUTE,B2,320,FALSE,2017-03-25T04:32:00Z,2017,3,Saturday,4,Part Three,MAPLE ST,42.30978746,-71.08503096,"(42.30978746, -71.08503096)"
I162004684,2204,Liquor Violation,LIQUOR LAW VIOLATION,B2,605,FALSE,2016-01-18T00:15:00Z,2016,1,Monday,0,Part Two,SUNSET ST,42.33110131,-71.10870352,"(42.33110131, -71.10870352)"
I162066974,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,NA,FALSE,2016-08-18T19:45:00Z,2016,8,Thursday,19,Part One,WALNUT AVE,NA,NA,"(0.00000000, 0.00000000)"
I152062903,3410,Towed,TOWED MOTOR VEHICLE,C6,202,FALSE,2015-07-29T10:39:00Z,2015,7,Wednesday,10,Part Three,W SECOND ST,42.34064258,-71.05003074,"(42.34064258, -71.05003074)"
I162028176,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC.",D4,170,FALSE,2016-04-11T16:20:00Z,2016,4,Monday,16,Part Two,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I172026054,3410,Towed,TOWED MOTOR VEHICLE,D4,130,FALSE,2017-04-04T00:00:00Z,2017,4,Tuesday,0,Part Three,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
I162068583,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,140,FALSE,2016-08-23T18:30:00Z,2016,8,Tuesday,18,Part One,COMMONWEALTH AVE,42.35010735,-71.08545637,"(42.35010735, -71.08545637)"
I172085384,3202,Property Found,PROPERTY - LOST THEN LOCATED,A1,66,FALSE,2017-10-12T23:57:00Z,2017,10,Thursday,23,Part Three,CHARLES ST,42.36033536,-71.07081975,"(42.36033536, -71.07081975)"
I152069338,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,750,FALSE,2015-08-20T23:15:00Z,2015,8,Thursday,23,Part One,FOSTER ST,42.34112019,-71.15916542,"(42.34112019, -71.15916542)"
I172017613,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,47,FALSE,2017-03-05T12:33:00Z,2017,3,Sunday,12,Part One,SHORT ST,42.3834838,-71.07009786,"(42.38348380, -71.07009786)"
I162099082,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,342,FALSE,2016-12-05T10:12:00Z,2016,12,Monday,10,Part Two,BOWDOIN ST,42.30431938,-71.06962209,"(42.30431938, -71.06962209)"
I162081369,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,592,FALSE,2016-10-04T21:29:00Z,2016,10,Tuesday,21,Part Three,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I152092697,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,562,FALSE,2015-11-08T02:25:00Z,2015,11,Sunday,2,Part Two,CUMMINS HWY,42.28644777,-71.12812657,"(42.28644777, -71.12812657)"
I182023157,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,481,FALSE,2018-03-28T18:31:00Z,2018,3,Wednesday,18,Part Three,ROCKDALE ST,42.26652466,-71.0985532,"(42.26652466, -71.09855320)"
I172095358,2610,Other,TRESPASSING,A1,64,FALSE,2017-11-15T11:04:00Z,2017,11,Wednesday,11,Part Two,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I152067020,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,243,FALSE,2015-08-08T18:30:00Z,2015,8,Saturday,18,Part Three,BAKERSFIELD ST,42.31810975,-71.06059735,"(42.31810975, -71.06059735)"
I162050095,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,A1,76,FALSE,2016-06-24T01:46:00Z,2016,6,Friday,1,Part Two,BEVERLY ST,42.364269,-71.058466,"(42.36426900, -71.05846600)"
I152105072,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,463,FALSE,2015-12-21T04:10:00Z,2015,12,Monday,4,Part Two,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I182037265,616,Larceny,LARCENY THEFT OF BICYCLE,D4,628,FALSE,2018-05-14T08:45:00Z,2018,5,Monday,8,Part One,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
I162031916,617,Larceny,LARCENY THEFT FROM BUILDING,B2,239,FALSE,2016-04-24T13:52:00Z,2016,4,Sunday,13,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.06582970)"
I162080946,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A1,112,FALSE,2016-10-03T12:54:00Z,2016,10,Monday,12,Part Three,CHAUNCY ST,42.35285118,-71.06096412,"(42.35285118, -71.06096412)"
I172005048,3115,Investigate Person,INVESTIGATE PERSON,NA,NA,FALSE,2017-01-17T21:00:00Z,2017,1,Tuesday,21,Part Three,SAINT JAMES,-1,-1,"(-1.00000000, -1.00000000)"
I162010977,1874,Drug Violation,DRUGS - OTHER,C6,200,FALSE,2016-02-10T16:16:00Z,2016,2,Wednesday,16,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I152090522,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,901,FALSE,2015-10-31T01:58:00Z,2015,10,Saturday,1,Part Two,PARKER ST,42.33226842,-71.09674843,"(42.33226842, -71.09674843)"
I182032652,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ÊDAMAGE,A7,29,FALSE,2018-05-01T14:23:00Z,2018,5,Tuesday,14,Part Three,MAVERICK ST,42.36987782,-71.03832687,"(42.36987782, -71.03832687)"
I182058383,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,289,FALSE,2018-07-14T11:00:00Z,2018,7,Saturday,11,Part One,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I162047511,3501,Missing Person Reported,MISSING PERSON,A15,50,FALSE,2016-06-15T18:08:00Z,2016,6,Wednesday,18,Part Three,PERKINS ST,42.3842616,-71.07859979,"(42.38426160, -71.07859979)"
I172005025,1874,Drug Violation,DRUGS - OTHER,C11,343,FALSE,2017-01-09T07:00:00Z,2017,1,Monday,7,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
I182045631,3201,Property Lost,PROPERTY - LOST,A1,61,FALSE,2018-06-09T20:30:00Z,2018,6,Saturday,20,Part Three,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
